id,title,assignee,inventor,priority,filing,publicationdate,grantdate,resultlink,url,
US-2021041419-A1,High throughput bh3 profiling: a rapid and scalable technology to bh3 profile on low numbers of cells ,"Dana-Farber Cancer Institute, Inc.","Anthony Letai, Patrick Bhola, Jeremy Ryan",2015-04-27,2020-07-27,2021-02-11,,https://patents.google.com/patent/US20210041419A1/en,https://patentimages.storage.googleapis.com/4a/03/57/63ae5116f21482/US20210041419A1-20210211-D00000.png,
US-10696966-B2,Treatment of sex hormone binding globulin (SHBG) related diseases by inhibition of natural antisense transcript to SHBG ,"Curna, Inc.","Joseph Collard, Olga Khorkova Sherman",2010-01-11,2015-10-26,2020-06-30,2020-06-30,https://patents.google.com/patent/US10696966B2/en,https://patentimages.storage.googleapis.com/97/fc/b6/57c503af4c7504/US10696966-20200630-D00001.png,
JP-6023862-B2,"Induced hepatic stem cell, method for producing the same, and application of the cell ","石川　哲也, 哲也 石川","石川　哲也, 哲也 石川, 啓太郎 萩原, 啓太郎 萩原, 孝広 落谷, 孝広 落谷",2010-02-03,2015-09-10,2016-11-09,2016-11-09,https://patents.google.com/patent/JP6023862B2/en,,
US-11725232-B2,"Compositions, methods and kits for detection of genetic variants for alzheimer's disease ",The Hong Kong University Of Science And Technology,"Nancy Yuk-Yu CHU IP, Kit Yu Fu, Yu Chen, Xiaopu ZHOU",2016-10-31,2017-10-30,2023-08-15,2023-08-15,https://patents.google.com/patent/US11725232B2/en,https://patentimages.storage.googleapis.com/d2/4e/3e/77670dcc022e1a/US11725232-20230815-D00001.png,
JP-6266568-B2,Pyrazole derivative modulators of calcium release-dependent calcium channels and methods of treating non-small cell lung cancer ,"リーゼン ファーマシューティカルズ エス．エー．, リーゼン  ファーマシューティカルズ  エス．エー．","ムダパレニアパン、メヤーパン, ヴィスワナダ、スリカント, ヴァラナシ、キャンシキラン、ブイエス．, メリカプディ、ガヤトリ、スワループ, バッカランカ、スワループ、クマル、ブイ．、エス．",2009-10-08,2015-08-14,2018-01-24,2018-01-24,https://patents.google.com/patent/JP6266568B2/en,https://patentimages.storage.googleapis.com/eb/e4/1b/bdf6707f5687f7/0006266568-48.png,
US-9611477-B2,Treatment of tristetraproline (TTP) related diseases by inhibition of natural antisense transcript to TTP ,"Curna, Inc.","Joseph Collard, Olga Khorkova Sherman",2009-05-06,2015-09-09,2017-04-04,2017-04-04,https://patents.google.com/patent/US9611477B2/en,https://patentimages.storage.googleapis.com/f3/7d/2b/46f38b2ee5de3b/US09611477-20170404-D00001.png,
US-9505816-B2,Methods and compositions for specific modulation of MCL-1 ,"Dana-Farber Cancer Institute, Inc.","Loren D. Walensky, Michelle L. Stewart",2008-12-09,2015-05-15,2016-11-29,2016-11-29,https://patents.google.com/patent/US9505816B2/en,https://patentimages.storage.googleapis.com/68/5a/c7/d8116474f9b069/US09505816-20161129-D00001.png,
EP-3142483-B1,Humanized c5 and c3 animals ,"Regeneron Pharmaceuticals, Inc.","Ying Hu, Adrianna Latuszek, Jingtai Cao, Alexander MUJICA, Stanley Wiegand, John Mcwhirter, Andrew Murphy, Lynn Macdonald, Karolina MEAGHER",2014-05-05,2015-05-04,2020-01-22,2020-01-22,https://patents.google.com/patent/EP3142483B1/en,https://patentimages.storage.googleapis.com/af/89/cf/5d95e976803e1b/imgf0001.png,
CN-106795463-B,Polypeptides having DNase activity for reducing static electricity ,诺维信公司,M.阿莱森-霍尔姆,2014-05-28,2015-05-28,2020-09-29,2020-09-29,https://patents.google.com/patent/CN106795463B/en,,
US-9670270-B2,Minicell based delivery of biologically active compounds ,"Vaxiion Therapeutics, Llc","Roger Sabbadini, Neil Berkley, Mark Surber, Robert Klepper",2001-05-24,2015-04-22,2017-06-06,2017-06-06,https://patents.google.com/patent/US9670270B2/en,https://patentimages.storage.googleapis.com/f4/e0/d5/9da7c1e2677e68/US09670270-20170606-D00001.png,
US-9896680-B2,Compositions and methods comprising aspartyl-tRNA synthetases having non-canonical biological activities ,"Atyr Pharma, Inc.","Ryan A. Adams, Fei Hong, Ji Zhao, Kristi Piehl, Eva R. Armour, Kenny D'Arigo, Leslie A. Greene, Eve Merriman",2009-03-31,2015-05-04,2018-02-20,2018-02-20,https://patents.google.com/patent/US9896680B2/en,https://patentimages.storage.googleapis.com/ed/67/68/f5ab30bb2a0f01/US09896680-20180220-D00001.png,
US-9932479-B2,"Dyes and compositions, and processes for using same in analysis of protein aggregation and other applications ","Enzo Biochem, Inc.","Wayne Forrest Patton, Sergiy M. Yarmoluk, Praveen Pande, Vladyslava Kovalska, Lijun Dai, Kateryna Volkova, Jack Coleman, Mykhaylo Losytskyy, Anthony Ludlum, Anatoliy Balanda",2009-11-30,2015-07-29,2018-04-03,2018-04-03,https://patents.google.com/patent/US9932479B2/en,https://patentimages.storage.googleapis.com/c6/ac/fc/9b07d4c9e6e6c9/US09932479-20180403-D00001.png,
AU-2015202068-B2,"Sting (stimulator of interferon genes), a regulator of innate immune responses ",University Of Miami,Glen N. Barber,2008-08-04,2015-04-22,2017-08-03,2017-08-03,https://patents.google.com/patent/AU2015202068B2/en,,
US-2022349903-A1,Use of biomarkers for assessing treatment of gastrointestinal inflammatory disorders with beta7 integrin antagonists ,"Genentech, Inc.","Thomas Richard Gelzleichter, Hajime Hiraragi, Eric Gary Stefanich, Hong Wang, Marna Bromberg Williams",2008-05-16,2021-12-16,2022-11-03,,https://patents.google.com/patent/US20220349903A1/en,https://patentimages.storage.googleapis.com/88/f5/7b/7104239bad7f05/US20220349903A1-20221103-D00001.png,
US-9732322-B2,"Compositions for mesoderm derived ISL1+ multipotent cells (IMPs), epicardial progenitor cells (EPCs) and multipotent C56C cells (C56Cs) and methods of producing and using same ","University Of Georgia Research Foundation, Inc.","Stephen Dalton, David Reynolds",2008-07-25,2015-12-10,2017-08-15,2017-08-15,https://patents.google.com/patent/US9732322B2/en,https://patentimages.storage.googleapis.com/64/03/05/ee6033c4b3ec17/US09732322-20170815-D00001.png,
JP-6257563-B2,Treatment of sirtuin 1 related diseases by suppression of natural antisense transcripts against sirtuin 1 (SIRT1) ,クルナ・インコーポレーテッド,"ジョゼフ・カラード, オルガ・コルコヴァ・シャーマン, カルロス・コイト, ベリンダ・デ・レオン",2008-12-04,2015-08-27,2018-01-10,2018-01-10,https://patents.google.com/patent/JP6257563B2/en,,
AU-2022204240-B2,Small molecule inhibitors of the JAK family of kinases ,Janssen Pharmaceutica Nv,"Tatiana KOUDRIAKOVA, Kevin D. Kreutter, Kristi Leonard, Michele C. Rizzolio, Russell C. Smith, Mark S. Tichenor, Aihua Wang",2016-12-16,2022-06-17,2023-10-05,2023-10-05,https://patents.google.com/patent/AU2022204240B2/en,,
US-2021254160-A1,"Association of rare recurrent genetic variations to attention-deficit, hyperactivity disorder (adhd) and methods of use thereof for the diagnosis and treatment of the same ",The Children's Hospital Of Philadelphia,"Joseph Glessner, Josephine Elia, Hakon Hakonarson",2010-08-24,2020-10-07,2021-08-19,,https://patents.google.com/patent/US20210254160A1/en,https://patentimages.storage.googleapis.com/db/11/20/bbb42f14477282/US20210254160A1-20210819-D00001.png,
US-2018361346-A1,Method of synthesis and testing of cominatorial libraries using microcapsules ,Medical Research Council,"Andrew David Griffiths, Chris Abell, Florian Hollfelder, Enrico Mastrobattista",2003-03-31,2018-08-17,2018-12-20,,https://patents.google.com/patent/US20180361346A1/en,https://patentimages.storage.googleapis.com/c7/ac/ac/55c33a41a01290/US20180361346A1-20181220-D00000.png,
AU-2021273566-B2,Imidazopyrrolopyridine as inhibitors of the JAK family of kinases ,Janssen Pharmaceutica Nv,"Genesis M. Bacani, Wenying Chai, Tatiana KOUDRIAKOVA, Paul J. KRAWCZUK, Kevin D. Kreutter, Kristi Leonard, Michele C. Rizzolio, Mark Seierstad, Russel C. SMITH, Mark S. Tichenor, Jennifer D. Venable, Aihua Wang",2016-12-16,2021-11-24,2023-04-13,2023-04-13,https://patents.google.com/patent/AU2021273566B2/en,,
US-2019062707-A1,Engineered Three-Dimensional Connective Tissue Constructs and Methods of Making the Same ,"Organovo, Inc.","Sharon C. Presnell, Benjamin R. Shepherd, Albert J. Evinger, III",2012-06-19,2018-08-10,2019-02-28,,https://patents.google.com/patent/US20190062707A1/en,https://patentimages.storage.googleapis.com/ed/d4/49/1f7350c19834c7/US20190062707A1-20190228-D00001.png,
JP-7177045-B2,Preparation and application of fibrin-containing or non-containing RGD-conjugated polysaccharide bioinks for 3D bioprinting of human skin using novel printing heads for use as models for cosmetic testing and implantation ,ビコ グループ アー・ベー,ゲーテンホルム，ポール,2016-06-03,2017-06-03,2022-11-22,2022-11-22,https://patents.google.com/patent/JP7177045B2/en,https://patentimages.storage.googleapis.com/13/b2/3a/49f89a398d56af/0007177045000001.png,
US-2019317105-A1,Method of Identifying Transmembrane Protein-interacting Compounds ,Omeros Corporation,"Brian F. O'Dowd, Susan R. George",2002-04-12,2018-12-18,2019-10-17,,https://patents.google.com/patent/US20190317105A1/en,https://patentimages.storage.googleapis.com/3f/e4/47/32e3a155a2b343/US20190317105A1-20191017-D00001.png,
CN-106164236-B,Detergent composition ,诺维信公司,"K.戈里, M.阿莱森-霍尔姆, L.E.T.巴尔特森, A.诺尔加德, J.莱姆贝克",2014-04-11,2015-04-10,2021-02-02,2021-02-02,https://patents.google.com/patent/CN106164236B/en,,
ES-2922624-T3,Systems and methods for massively parallel combinatorial analysis of single cells ,Gigagen Inc,"David Johnson, Adam Adler, Matthew Spindler, Rena Mizrahi",2017-03-13,2018-03-13,2022-09-19,2022-09-19,https://patents.google.com/patent/ES2922624T3/en,,
CN-107406438-B,Inhibitors of bromodomains ,恒翼生物医药科技(上海)有限公司,"O·哈伦科, P·R·扬, S·D·布朗, B·C·杜菲, S·刘, P·古佐",2014-12-17,2015-12-16,2021-05-14,2021-05-14,https://patents.google.com/patent/CN107406438B/en,https://patentimages.storage.googleapis.com/74/fd/38/00e4cb214f3a63/HDA0001316268990000011.png,
JP-6075658-B2,Methods and compositions ,"バイシクル セラピューティクス リミテッド, バイシクル  セラピューティクス  リミテッド","ウィンター，グレゴリー, ハイニス，クリスティアン",2008-02-05,2015-01-23,2017-02-08,2017-02-08,https://patents.google.com/patent/JP6075658B2/en,https://patentimages.storage.googleapis.com/be/d9/bf/e8898c98c161af/0006075658-6.png,
CN-106164237-B,Detergent composition ,诺维信公司,"L.E.T.巴尔特森, K.戈里, M.阿莱森-霍尔姆, K.M.施诺尔",2014-04-11,2015-04-10,2021-01-05,2021-01-05,https://patents.google.com/patent/CN106164237B/en,,
CN-112999429-B,Modified alginates for anti-fibrotic materials and uses ,"麻省理工学院, 儿童医学中心公司","A·J·维加斯, J·C·多拉夫, O·维萨, 马明林, R·S·兰格, D·G·安德森",2014-08-01,2015-08-03,2022-07-22,2022-07-22,https://patents.google.com/patent/CN112999429B/en,https://patentimages.storage.googleapis.com/ba/c7/04/875cb9df87a995/HDA0002981759520000011.png,
US-9983195-B2,"Engineered three-dimensional breast tissue, adipose tissue, and tumor disease model ","Organovo, Inc.","Shelby Marie KING, Deborah Lynn Greene NGUYEN, Vivian A. Gorgen, Benjamin R. Shepherd, Sharon C. Presnell",2014-04-04,2015-04-03,2018-05-29,2018-05-29,https://patents.google.com/patent/US9983195B2/en,https://patentimages.storage.googleapis.com/5b/d3/1e/0e1b22fe033692/US09983195-20180529-D00001.png,
JP-7055176-B2,Use of biomarkers to evaluate the treatment of gastrointestinal inflammatory disorders with beta7 integrin antagonists ,ジェネンテック， インコーポレイテッド,"ラウリ ディール，, メアリー キア，, メイナ タオ タン，, シアオホイ ウェイ，, マーナ ビー． ウィリアムズ，",2013-03-27,2020-07-22,2022-04-15,2022-04-15,https://patents.google.com/patent/JP7055176B2/en,https://patentimages.storage.googleapis.com/51/b4/92/c3a851447d6881/0007055176000004.png,
US-11275080-B2,Methods for stratifying non-responders to therapies that block PD1/PDL1 axis ,The Regents Of The University Of California,"Paul C. Tumeh, Antoni Ribas",2014-11-05,2015-11-05,2022-03-15,2022-03-15,https://patents.google.com/patent/US11275080B2/en,https://patentimages.storage.googleapis.com/09/52/b5/296da362b0dc68/US11275080-20220315-D00001.png,
US-11542555-B2,BAG3 as a target for therapy of heart failure ,Temple University Of The Commonwealth System Of Higher Education,"Arthur M. Feldman, Douglas G. TILLEY, Weizhong Zhu, Kamel Khalili, Walter J. Koch",2014-01-31,2020-05-21,2023-01-03,2023-01-03,https://patents.google.com/patent/US11542555B2/en,https://patentimages.storage.googleapis.com/9f/a6/53/08b8acd7d0c16e/US11542555-20230103-D00001.png,
JP-6058711-B2,Compounds and methods of use ,"クイ ニング, クイ ニング, スンシネ ルアケ プハルマ カンパニー リミテッド, スンシネ  ルアケ  プハルマ  カンパニー  リミテッド","クイ ニング, クイ ニング",2008-10-14,2015-02-12,2017-01-11,2017-01-11,https://patents.google.com/patent/JP6058711B2/en,,
US-10337011-B2,Treatment of fibroblast growth factor 21 (FGF21) related diseases by inhibition of natural antisense transcript to FGF21 ,"Curna, Inc.","Joseph Collard, Olga Khorkova Sherman",2010-04-09,2017-08-23,2019-07-02,2019-07-02,https://patents.google.com/patent/US10337011B2/en,https://patentimages.storage.googleapis.com/f1/71/7a/9519112d2a5a3f/US10337011-20190702-D00001.png,
CN-106573915-B,Compounds active against bromodomains ,纽韦卢森公司,"吉米·耶纳·斯特兹博格, 蒂内·泰罗拉·阿肯乐米努·克龙堡, 维斯贾·波里贾克, 吉特·弗里贝里, 琳恩·托伊贝尔",2014-08-01,2015-07-29,2020-12-25,2020-12-25,https://patents.google.com/patent/CN106573915B/en,,
JP-6602561-B2,Methods and compositions for extending cell and organism life and increasing stress tolerance ,プレジデント  アンド  フェローズ  オブ  ハーバード  カレッジ,"デイビッド，  エー． シンクレア，, ケビン，  ジェイ． ビターマン，",2002-08-09,2015-06-10,2019-11-06,2019-11-06,https://patents.google.com/patent/JP6602561B2/en,https://patentimages.storage.googleapis.com/2a/fe/29/7594c4aa904192/0006602561-19.png,
US-10487327-B2,Treatment of reprogramming factor related diseases by inhibition of natural antisense transcript to a reprogramming factor ,"Curna, Inc.","Joseph Collard, Olga Khorkova Sherman",2009-05-18,2018-03-12,2019-11-26,2019-11-26,https://patents.google.com/patent/US10487327B2/en,https://patentimages.storage.googleapis.com/d3/ed/4f/2612fc5b1ed339/US10487327-20191126-D00000.png,
US-9845297-B2,Antimicrobial compounds and methods of making and using the same ,"Melinta Therapeutics, Inc.","Erin M. Duffy, Ashoke Bhattacharjee, Hardwin O'Dowd, Marco DeVivo, Yanming Du, Sandra Sinishtaj, Yuanqing Tang, Brian T. Wimberly",2009-10-16,2015-10-16,2017-12-19,2017-12-19,https://patents.google.com/patent/US9845297B2/en,,
CN-107207474-B,Substituted heterocycles as bromodomain inhibitors ,恒翼生物医药科技(上海)有限公司,"S·D·布朗, C·A·科伯恩, O·哈伦科",2014-12-11,2015-12-11,2021-05-07,2021-05-07,https://patents.google.com/patent/CN107207474B/en,,
US-10619156-B2,Hybrid tRNA/pre-miRNA molecules and methods of use ,The Regents Of The University Of California,"Aiming YU, Weipeng Wang, Qiuxia CHEN, Meimei LI",2014-05-28,2015-05-21,2020-04-14,2020-04-14,https://patents.google.com/patent/US10619156B2/en,https://patentimages.storage.googleapis.com/0d/e9/b7/aa8405c1c5c8a2/US10619156-20200414-D00001.png,
US-2022372016-A1,Targeted protein degradation ,"C4 Therapeutics, Inc.","Andrew J. Phillips, Christopher G. Nasveschuk, James A. Henderson, Katrina L. Jackson, Minsheng He, Yanke Liang, Mark E. Fitzgerald, Victoria Garza",2018-12-20,2021-06-18,2022-11-24,,https://patents.google.com/patent/US20220372016A1/en,https://patentimages.storage.googleapis.com/48/6f/93/f1364feb102bad/US20220372016A1-20221124-D00000.png,
US-10434074-B2,Peptide and small molecule agonists of EPHA and uses thereof ,Case Western Reserve University,"Bingcheng Wang, Eugene Myshkin, Hui Miao",2004-10-23,2016-08-15,2019-10-08,2019-10-08,https://patents.google.com/patent/US10434074B2/en,https://patentimages.storage.googleapis.com/60/76/dd/140e2e938325c7/US10434074-20191008-D00000.png,
